State_ID,State,Sex,Age Group,Education Level,Place of Birth,Year,Indicator,Count,Rate,filter1,filter2,filter1_nal
9,Distrito Federal,All sexes,Unknown,All levels,All places,2014,Births,465,100,age14,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2014,Congenital anomalies,26,13.98,sex14,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2012,Births,14454,100,edu12,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2017,Births,2264,100,place17,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2012,Premature birth,86,11.04,place12,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2010,Cesarean birth,32513,46.19,age10,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2008,Congenital anomalies,1429,11.08,age08,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2013,Low birthweight,973,7.66,edu13,,
9,Distrito Federal,Female,All ages,All levels,All places,2015,Congenital anomalies,6533,9.07,sex15,,
9,Distrito Federal,All sexes,All ages, High,All places,2009,Births,50644,100,edu09,,
9,Distrito Federal,All sexes,All ages,   None,All places,2010,Births,3679,100,edu10,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2010,Cesarean birth,76665,43.77,time,map2010,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2008,Cesarean birth,21138,39.86,edu08,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2010,Births registered within a year,135963,89.97,place10,,
9,Distrito Federal,All sexes,40+,All levels,All places,2010,Cesarean birth,1992,71.81,age10,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2017,Total fertility rate,67,2.96,place17,,
9,Distrito Federal,Female,All ages,All levels,All places,2014,Congenital anomalies,6909,9.06,sex14,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2012,Births,46095,100,age12,,
9,Distrito Federal,All sexes,40+,All levels,All places,2009,Congenital anomalies,489,12.02,age09,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2017,Births registered within a year,118943,89.86,time,map2017,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2016,Total fertility rate,2966,2.16,place16,,
9,Distrito Federal,All sexes,All ages, High,All places,2011,Total fertility rate,604,1.1,edu11,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2015,Cesarean birth,4095,38.09,edu15,,
9,Distrito Federal,All sexes, <15,All levels,All places,2010,Premature birth,171,9.99,age10,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2016,Births registered within a year,124618,90.66,place16,,
9,Distrito Federal,Male,All ages,All levels,All places,2014,Births registered within a year,71940,90.79,sex14,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2012,Births registered within a year,23122,90.47,age12,,
9,Distrito Federal,All sexes,All ages,   None,All places,2015,Cesarean birth,1028,44.77,edu15,,
9,Distrito Federal,Male,All ages,All levels,All places,2015,Cesarean birth,37525,50.4,sex15,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2011,Births registered within a year,72067,90,age11,,
9,Distrito Federal,All sexes, <15,All levels,All places,2014,Cesarean birth,884,37.51,age14,,
9,Distrito Federal,All sexes,All ages,   None,All places,2014,Total fertility rate,41,1.71,edu14,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2010,Cesarean birth,2,40,place10,,
9,Distrito Federal,All sexes,40+,All levels,All places,2012,Congenital anomalies,464,10.94,age12,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2012,Births registered within a year,73751,90.95,age12,,
9,Distrito Federal,Male,All ages,All levels,All places,2010,Total fertility rate,947,1.2,sex10,,
9,Distrito Federal,All sexes,All ages, High,All places,2010,Low birthweight,4577,8.89,edu10,,
9,Distrito Federal,All sexes,All ages, High,All places,2008,Total fertility rate,661,1.48,edu08,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2013,Premature birth,47,10.28,place13,,
9,Distrito Federal,Female,All ages,All levels,All places,2012,Births,78895,100,sex12,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2011,Births registered within a year,23182,90.24,age11,,
9,Distrito Federal,All sexes,40+,All levels,All places,2014,Cesarean birth,3606,75.5,age14,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2015,Cesarean birth,6,60,place15,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2011,Births,160515,100,time,map2011,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2012,Births registered within a year,142786,90.99,place12,,
9,Distrito Federal,All sexes,All ages,College >,All places,2017,Births registered within a year,32076,91.61,edu17,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2014,Low birthweight,958,8.26,edu14,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2012,Births,1165,100,age12,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2008,Premature birth,33,10.28,sex08,,
9,Distrito Federal,All sexes, <15,All levels,All places,2013,Congenital anomalies,36,7.47,age13,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2011,Congenital anomalies,62,8.96,place11,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2013,Low birthweight,4594,10.05,age13,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2013,Congenital anomalies,6122,8.4,age13,,
9,Distrito Federal,Female,All ages,All levels,All places,2017,Total fertility rate,1167,1.8,sex17,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2014,Births,186,100,sex14,,
9,Distrito Federal,All sexes,All ages,   None,All places,2011,Births,4585,100,edu11,,
9,Distrito Federal,Female,All ages,All levels,All places,2017,Births registered within a year,58399,90.19,sex17,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2012,Births registered within a year,12980,89.8,edu12,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2010,Births,523,100,place10,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2008,Congenital anomalies,7098,10.58,age08,,
9,Distrito Federal,Female,All ages,All levels,All places,2009,Births registered within a year,66583,90.22,sex09,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2014,Cesarean birth,30332,65.17,age14,,
9,Distrito Federal,All sexes,All ages,College >,All places,2008,Total fertility rate,304,1.21,edu08,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2015,Births,146688,100,time,map2015,
9,Distrito Federal,All sexes,All ages,   None,All places,2011,Congenital anomalies,546,11.91,edu11,,
9,Distrito Federal,All sexes,All ages,   None,All places,2011,Premature birth,433,9.44,edu11,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2010,Low birthweight,1,20,place10,,
9,Distrito Federal,All sexes,All ages,College >,All places,2015,Low birthweight,3807,11.34,edu15,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2009,Low birthweight,1181,8.75,age09,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2013,Low birthweight,4250,8.17,edu13,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2016,Births,2,100,place16,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2013,Births registered within a year,41866,91.58,age13,,
9,Distrito Federal,Male,All ages,All levels,All places,2013,Total fertility rate,683,0.85,sex13,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2017,Congenital anomalies,1888,10.49,age17,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2014,Cesarean birth,9270,39.74,age14,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2016,Congenital anomalies,13195,9.44,time,map2016,
9,Distrito Federal,All sexes,All ages,All levels,Home,2012,Births registered within a year,2584,82.98,place12,,
9,Distrito Federal,Male,All ages,All levels,All places,2014,Births,79238,100,sex14,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2009,Congenital anomalies,350,11.67,place09,,
9,Distrito Federal,All sexes,All ages,College >,All places,2009,Cesarean birth,17398,67.32,edu09,,
9,Distrito Federal,Male,All ages,All levels,All places,2015,Births registered within a year,67225,90.29,sex15,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2013,Premature birth,14870,9.66,place13,,
9,Distrito Federal,All sexes, <15,All levels,All places,2013,Total fertility rate,4,0.83,age13,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2016,Total fertility rate,269,1.41,age16,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2016,Cesarean birth,6758,35.52,age16,,
9,Distrito Federal,All sexes,All ages, High,All places,2014,Low birthweight,4950,8.71,edu14,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2008,Premature birth,4971,12.49,age08,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2011,Premature birth,1333,8.69,edu11,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2008,Total fertility rate,318,0.2,time,map2008,
9,Distrito Federal,All sexes,All ages,All levels,All places,2015,Total fertility rate,1478,1.01,time,map2015,
9,Distrito Federal,Unknown,All ages,All levels,All places,2014,Cesarean birth,116,62.37,sex14,,
9,Distrito Federal,All sexes,40+,All levels,All places,2012,Cesarean birth,3160,74.49,age12,,
9,Distrito Federal,All sexes,All ages,   None,All places,2008,Total fertility rate,35,1.84,edu08,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2017,Low birthweight,16,13.11,sex17,,
9,Distrito Federal,Male,All ages,All levels,All places,2010,Births,78830,100,sex10,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2008,Premature birth,1861,1.16,time,map2008,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2008,Congenital anomalies,123,14.54,place08,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2012,Congenital anomalies,530,17.02,place12,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2014,Low birthweight,3,13.04,place14,,
9,Distrito Federal,All sexes,All ages,College >,All places,2011,Premature birth,3700,12.14,edu11,,
9,Distrito Federal,All sexes, <15,All levels,All places,2017,Total fertility rate,28,1.66,age17,,
9,Distrito Federal,All sexes,40+,All levels,All places,2013,Births registered within a year,4891,90.42,age13,,
9,Distrito Federal,All sexes,All ages, High,All places,2009,Congenital anomalies,5319,10.5,edu09,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2009,Congenital anomalies,4492,10.29,age09,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2015,Premature birth,31,18.45,sex15,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2013,Births registered within a year,49,90.74,place13,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2014,Low birthweight,4292,8.4,edu14,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2011,Births,15332,100,edu11,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2011,Births,55183,100,edu11,,
9,Distrito Federal,Female,All ages,All levels,All places,2017,Births,64750,100,sex17,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2015,Cesarean birth,33245,44.95,age15,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2015,Births registered within a year,130212,90.68,place15,,
9,Distrito Federal,All sexes,All ages, High,All places,2008,Births registered within a year,39469,88.67,edu08,,
9,Distrito Federal,All sexes,40+,All levels,All places,2014,Births registered within a year,4265,89.3,age14,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2012,Cesarean birth,143,59.83,sex12,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2017,Births,65838,100,age17,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2015,Births registered within a year,132905,90.6,time,map2015,
9,Distrito Federal,All sexes,All ages,All levels,All places,2011,Cesarean birth,81650,50.87,time,map2011,
9,Distrito Federal,All sexes, <15,All levels,All places,2017,Cesarean birth,592,35.01,age17,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2017,Low birthweight,4615,10.94,age17,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2015,Cesarean birth,27685,62.05,age15,,
9,Distrito Federal,Male,All ages,All levels,All places,2016,Premature birth,7266,10.25,sex16,,
9,Distrito Federal,All sexes,All ages,College >,All places,2015,Total fertility rate,434,1.29,edu15,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2011,Births,251,100,sex11,,
9,Distrito Federal,All sexes,All ages,   None,All places,2009,Premature birth,364,9.84,edu09,,
9,Distrito Federal,All sexes,All ages, High,All places,2016,Premature birth,4754,9.28,edu16,,
9,Distrito Federal,Male,All ages,All levels,All places,2010,Premature birth,8233,10.44,sex10,,
9,Distrito Federal,All sexes,All ages, High,All places,2010,Cesarean birth,26529,51.53,edu10,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2015,Low birthweight,4690,10.51,age15,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2008,Congenital anomalies,34,10.59,sex08,,
9,Distrito Federal,All sexes,All ages, High,All places,2014,Total fertility rate,455,0.8,edu14,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2009,Premature birth,6556,9.21,age09,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2015,Births registered within a year,40464,90.69,age15,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2014,Congenital anomalies,2194,9.41,age14,,
9,Distrito Federal,Male,All ages,All levels,All places,2009,Cesarean birth,38094,48.76,sex09,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2008,Premature birth,93,10.99,place08,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2009,Premature birth,1968,1.15,time,map2009,
9,Distrito Federal,All sexes,20-29,All levels,All places,2016,Premature birth,5958,8.51,age16,,
9,Distrito Federal,All sexes,All ages,   None,All places,2008,Cesarean birth,593,31.24,edu08,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2008,Births,321,100,sex08,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2017,Premature birth,5150,12.2,age17,,
9,Distrito Federal,Male,All ages,All levels,All places,2008,Births registered within a year,64268,88.86,sex08,,
9,Distrito Federal,All sexes,All ages,College >,All places,2013,Total fertility rate,232,0.72,edu13,,
9,Distrito Federal,All sexes,All ages,College >,All places,2008,Cesarean birth,16647,66.49,edu08,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2013,Total fertility rate,404,0.78,edu13,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2012,Congenital anomalies,4,13.79,place12,,
9,Distrito Federal,All sexes,All ages,   None,All places,2008,Congenital anomalies,216,11.38,edu08,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2012,Premature birth,140,12.02,age12,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2010,Total fertility rate,19,3.63,place10,,
9,Distrito Federal,Male,All ages,All levels,All places,2013,Premature birth,8064,10.02,sex13,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2008,Congenital anomalies,2055,11.66,edu08,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2013,Births,12708,100,edu13,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2009,Cesarean birth,30851,43.33,age09,,
9,Distrito Federal,All sexes,All ages,College >,All places,2016,Premature birth,4442,12.19,edu16,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2010,Births,20645,11.79,time,map2010,
9,Distrito Federal,All sexes,All ages,   None,All places,2012,Congenital anomalies,391,10.41,edu12,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2008,Premature birth,1241,9.63,age08,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2011,Congenital anomalies,1565,10.21,edu11,,
9,Distrito Federal,Female,All ages,All levels,All places,2016,Total fertility rate,1467,2.14,sex16,,
9,Distrito Federal,All sexes,All ages, High,All places,2014,Births,56801,100,edu14,,
9,Distrito Federal,All sexes,All ages, High,All places,2016,Low birthweight,4444,8.68,edu16,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2017,Total fertility rate,2334,1.8,place17,,
9,Distrito Federal,All sexes,All ages,   None,All places,2017,Low birthweight,146,8.64,edu17,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2015,Total fertility rate,1420,0.99,place15,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2008,Congenital anomalies,5740,10.82,edu08,,
9,Distrito Federal,Male,All ages,All levels,All places,2015,Total fertility rate,770,1.03,sex15,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2014,Congenital anomalies,331,12.6,place14,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2012,Births,3114,100,place12,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2017,Low birthweight,5431,8.25,age17,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2009,Births,71201,100,age09,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2013,Cesarean birth,5359,39.68,age13,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2008,Births,39795,100,age08,,
9,Distrito Federal,All sexes,All ages,   None,All places,2008,Births registered within a year,1682,88.62,edu08,,
9,Distrito Federal,All sexes,All ages, High,All places,2014,Births registered within a year,51306,90.33,edu14,,
9,Distrito Federal,Male,All ages,All levels,All places,2010,Cesarean birth,39475,50.08,sex10,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2016,Births,41357,100,edu16,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2011,Births registered within a year,35,85.37,place11,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2010,Births,154513,88.21,time,map2010,
9,Distrito Federal,Unknown,All ages,All levels,All places,2015,Births registered within a year,149,88.69,sex15,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2015,Low birthweight,35,11.95,age15,,
9,Distrito Federal,All sexes,All ages, High,All places,2012,Births registered within a year,51601,90.65,edu12,,
9,Distrito Federal,All sexes,All ages,College >,All places,2011,Low birthweight,3293,10.8,edu11,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2011,Total fertility rate,1562,1,place11,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2012,Cesarean birth,533,45.75,age12,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2014,Low birthweight,1961,8.41,age14,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2011,Cesarean birth,5644,36.81,edu11,,
9,Distrito Federal,Female,All ages,All levels,All places,2014,Births,76278,100,sex14,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2015,Births,10,100,place15,,
9,Distrito Federal,All sexes,All ages,College >,All places,2015,Cesarean birth,22895,68.21,edu15,,
9,Distrito Federal,All sexes, <15,All levels,All places,2012,Births registered within a year,2444,90.35,age12,,
9,Distrito Federal,All sexes,All ages,College >,All places,2012,Total fertility rate,229,0.73,edu12,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2016,Births,133,100,sex16,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2009,Low birthweight,4357,9.98,age09,,
9,Distrito Federal,All sexes,All ages, High,All places,2012,Low birthweight,5005,8.79,edu12,,
9,Distrito Federal,All sexes,40+,All levels,All places,2014,Total fertility rate,26,0.54,age14,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2009,Low birthweight,66,10.36,place09,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2013,Total fertility rate,634,0.87,age13,,
9,Distrito Federal,All sexes, <15,All levels,All places,2009,Births,593,100,age09,,
9,Distrito Federal,All sexes,40+,All levels,All places,2012,Births registered within a year,3778,89.06,age12,,
9,Distrito Federal,All sexes,40+,All levels,All places,2015,Births registered within a year,4154,88.46,age15,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2012,Cesarean birth,39453,48.65,age12,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2015,Congenital anomalies,6935,9.38,age15,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2008,Low birthweight,19074,11.92,time,map2008,
9,Distrito Federal,All sexes,All ages,   None,All places,2014,Cesarean birth,1051,43.85,edu14,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2016,Cesarean birth,41,56.16,place16,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2013,Births,457,100,place13,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2012,Births,54372,100,edu12,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2012,Premature birth,33,13.81,sex12,,
9,Distrito Federal,All sexes,All ages, High,All places,2015,Total fertility rate,543,1,edu15,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2013,Cesarean birth,22875,44,edu13,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2016,Cesarean birth,16885,40.83,edu16,,
9,Distrito Federal,All sexes, <15,All levels,All places,2014,Premature birth,231,9.8,age14,,
9,Distrito Federal,All sexes, <15,All levels,All places,2014,Births,2357,100,age14,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2013,Premature birth,1919,1.09,time,map2013,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2017,Births,92,100,place17,,
9,Distrito Federal,All sexes,All ages,   None,All places,2014,Premature birth,246,10.26,edu14,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2017,Premature birth,5659,8.6,age17,,
9,Distrito Federal,Female,All ages,All levels,All places,2011,Low birthweight,6728,8.52,sex11,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2008,Births registered within a year,3090,85.05,place08,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2013,Low birthweight,1791,1.01,time,map2013,
9,Distrito Federal,All sexes,All ages,   None,All places,2009,Low birthweight,293,7.92,edu09,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2014,Cesarean birth,232,49.89,age14,,
9,Distrito Federal,All sexes, <15,All levels,All places,2008,Total fertility rate,11,1.94,age08,,
9,Distrito Federal,All sexes,All ages,College >,All places,2010,Births,27737,100,edu10,,
9,Distrito Federal,Male,All ages,All levels,All places,2013,Births,80449,100,sex13,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2011,Cesarean birth,80410,51.3,place11,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2014,Births registered within a year,10488,90.41,edu14,,
9,Distrito Federal,Male,All ages,All levels,All places,2011,Births,81305,100,sex11,,
9,Distrito Federal,All sexes,All ages,College >,All places,2017,Births,35013,100,edu17,,
9,Distrito Federal,All sexes,All ages, High,All places,2015,Premature birth,5201,9.59,edu15,,
9,Distrito Federal,All sexes,All ages,   None,All places,2016,Cesarean birth,859,43.92,edu16,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2016,Births,163,100,age16,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2012,Low birthweight,6449,7.95,age12,,
9,Distrito Federal,All sexes,All ages,All levels,Street,2013,Births,54,100,place13,,
9,Distrito Federal,All sexes,All ages,College >,All places,2016,Births,36426,100,edu16,,
9,Distrito Federal,Female,All ages,All levels,All places,2010,Births registered within a year,68008,90.02,sex10,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2013,Low birthweight,339,11.69,place13,,
9,Distrito Federal,All sexes,All ages, High,All places,2008,Births,44513,100,edu08,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2009,Total fertility rate,436,1,age09,,
9,Distrito Federal,All sexes,All ages, High,All places,2008,Premature birth,4840,10.87,edu08,,
9,Distrito Federal,Unknown,All ages,All levels,All places,2017,Cesarean birth,61,50,sex17,,
9,Distrito Federal,All sexes, <15,All levels,All places,2016,Births,1757,100,age16,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2013,Births registered within a year,66750,91.6,age13,,
9,Distrito Federal,All sexes,All ages, High,All places,2013,Premature birth,5497,9.6,edu13,,
9,Distrito Federal,Male,All ages,All levels,All places,2009,Births registered within a year,70030,89.64,sex09,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2015,Low birthweight,6153,8.32,age15,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2011,Congenital anomalies,15534,9.91,place11,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2010,Births,16441,100,edu10,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2008,Premature birth,603,16.6,place08,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2009,Births registered within a year,64213,90.19,age09,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2013,Congenital anomalies,1749,0.99,time,map2013,
9,Distrito Federal,All sexes,All ages,   None,All places,2009,Cesarean birth,1451,39.22,edu09,,
9,Distrito Federal,All sexes,All ages,   None,All places,2016,Births registered within a year,1726,88.24,edu16,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2011,Total fertility rate,1636,1.02,time,map2011,
9,Distrito Federal,Unknown,All ages,All levels,All places,2011,Cesarean birth,142,56.57,sex11,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2008,Low birthweight,1804,13.99,age08,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2016,Births registered within a year,126535,90.56,time,map2016,
9,Distrito Federal,All sexes, <15,All levels,All places,2016,Congenital anomalies,165,9.39,age16,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2009,Premature birth,5341,9.72,edu09,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2010,Total fertility rate,825,1.17,age10,,
9,Distrito Federal,All sexes,All ages,All levels,All places,2010,Premature birth,1985,1.13,time,map2010,
9,Distrito Federal,All sexes,All ages, High,All places,2009,Premature birth,5222,10.31,edu09,,
9,Distrito Federal,Female,All ages,All levels,All places,2008,Low birthweight,9775,14.07,sex08,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2011,Congenital anomalies,2508,9.76,age11,,
9,Distrito Federal,All sexes,All ages, High,All places,2011,Births,54937,100,edu11,,
9,Distrito Federal,All sexes,All ages,College >,All places,2016,Congenital anomalies,2979,8.18,edu16,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2017,Cesarean birth,62,43.66,age17,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2014,Births,46542,100,age14,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2014,Cesarean birth,967,36.82,place14,,
9,Distrito Federal,All sexes,20-29,All levels,All places,2013,Low birthweight,5751,7.89,age13,,
9,Distrito Federal,All sexes,All ages,College >,All places,2010,Cesarean birth,19128,68.96,edu10,,
9,Distrito Federal,Male,All ages,All levels,All places,2012,Births,81718,100,sex12,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2009,Births registered within a year,49423,89.9,edu09,,
9,Distrito Federal,All sexes,All ages,College >,All places,2010,Congenital anomalies,2491,8.98,edu10,,
9,Distrito Federal,All sexes,All ages,College >,All places,2008,Premature birth,3363,13.43,edu08,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2011,Births registered within a year,2636,86.63,place11,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2009,Cesarean birth,898,29.95,place09,,
9,Distrito Federal,All sexes,All ages,  Elementary,All places,2012,Low birthweight,1164,8.05,edu12,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2015,Congenital anomalies,4470,9.76,edu15,,
9,Distrito Federal,All sexes,16-19,All levels,All places,2015,Premature birth,1679,7.97,age15,,
9,Distrito Federal,All sexes,All ages,College >,All places,2011,Cesarean birth,21734,71.31,edu11,,
9,Distrito Federal,All sexes, <15,All levels,All places,2008,Births registered within a year,511,89.96,age08,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2017,Congenital anomalies,4082,9.67,age17,,
9,Distrito Federal,All sexes,All ages,All levels,Health facility,2010,Total fertility rate,1678,1.11,place10,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2010,Congenital anomalies,458,16,place10,,
9,Distrito Federal,All sexes,Unknown,All levels,All places,2014,Premature birth,68,14.62,age14,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2015,Total fertility rate,49,1.77,place15,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2010,Births registered within a year,36163,89.82,age10,,
9,Distrito Federal,All sexes,40+,All levels,All places,2015,Total fertility rate,47,1,age15,,
9,Distrito Federal,All sexes,30-39,All levels,All places,2017,Births registered within a year,38117,90.33,age17,,
9,Distrito Federal,All sexes,All ages,  Middle,All places,2009,Low birthweight,4818,8.76,edu09,,
9,Distrito Federal,All sexes,All ages,All levels,Unknown,2009,Births,637,100,place09,,
9,Distrito Federal,All sexes,All ages,All levels,Home,2009,Births registered within a year,2648,88.33,place09,,
